OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
14319,HoffRJ2000,LS_10345,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5556,071-01,280,87,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13778129.6944586,5665737.25102683
14320,HoffRJ2000,LS_10346,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5557,052-03,360,57,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13772294.74325,5665493.7991525
14321,HoffRJ2000,LS_10351,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5562,052-02,490,66,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13772759.1936001,5664273.4735731
14322,HoffRJ2000,LS_10355,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5566,121-03,210,93,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13782494.513494,5663767.61700474
14323,HoffRJ2000,LS_10375,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5586,135-01,280,64,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13786037.7199643,5661573.59191901
14324,HoffRJ2000,LS_10379,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5590,135-02,480,82,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13788106.52082,5660392.21452951
14325,HoffRJ2000,LS_10380,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5591,135-03,340,55,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13789776.8840501,5660341.15330205
14326,HoffRJ2000,LS_10381,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5592,9602-184-04,460,55,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13789901.7368476,5659396.0085473
14327,HoffRJ2000,LS_10386,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5597,9602-184-03,230,53,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13790502.8208375,5658900.91383153
14328,HoffRJ2000,LS_10390,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5601,137-01,110,59,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13789768.8507318,5655785.60805495
14329,HoffRJ2000,LS_10391,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5602,9602-201-02,240,107,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13797633.2240724,5655315.58577352
14330,HoffRJ2000,LS_10392,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5603,9602-201-01,160,44,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13797197.2114911,5654752.17288872
14331,HoffRJ2000,LS_10394,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5605,9602-182-01,160,35,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13794181.5313086,5653975.41589465
14332,HoffRJ2000,LS_10395,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5606,9602-182-02,110,44,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13793929.7286889,5653890.64894059
14333,HoffRJ2000,LS_10403,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5614,9602-203-01,390,73,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13796293.0109895,5651413.50713474
14334,HoffRJ2000,LS_10408,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5619,115-01,700,60,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13783180.2988298,5650942.86274171
14335,HoffRJ2000,LS_10409,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5620,115-02,280,106,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13782634.6172062,5650925.18638747
14336,HoffRJ2000,LS_10420,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5631,115-06,280,47,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13782043.8079848,5647999.46516481
14337,HoffRJ2000,LS_10422,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5633,115-05,170,79,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13782018.1572078,5647384.84730926
14338,HoffRJ2000,LS_10425,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5636,115-04,780,68,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13781196.6911436,5646038.58412786
14339,HoffRJ2000,LS_10431,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5480,9602-257-01,680,54,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13798735.4514612,5679453.70534891
14340,HoffRJ2000,LS_10441,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5490,9602-256-01,290,48,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13801331.3428934,5676620.08235971
14341,HoffRJ2000,LS_10447,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5496,129-02,530,64,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13786311.3151444,5675763.75983885
14342,HoffRJ2000,LS_10454,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5503,9602-256-04,220,63,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13799057.2364727,5674738.7113073
14343,MickKAunpub2012,LS_10687, , , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13802337.0455136,5636298.892517
14344,BurnWJunpub2014,LS_11773, ,Air Photos, , ,200,360,0,36.5446,EFL,Earth Flow,Natural,Coast Range Sediments,425985,0, , , , ,,,,,,,,-13800663.6619538,5742555.63255074
14345,BurnWJunpub2014,LS_11785, ,Air Photos, , ,80,40,0,27.4039,EFL,Earth Flow,Natural,Columbia River Basalt,432667,0, , , , ,,,,,,,,-13797612.0383898,5739327.06052034
14346,BurnWJunpub2014,LS_11786, ,Air Photos, , ,90,60,0,49.6642,EFL,Earth Flow,Natural,Columbia River Basalt,433110,0, , , , ,,,,,,,,-13797417.5382858,5739295.35205625
14347,BurnWJunpub2014,LS_11787, ,Air Photos, , ,100,60,0,34.7256,EFL,Earth Flow,Natural,Columbia River Basalt,438179,0, , , , ,,,,,,,,-13795208.0480643,5739355.83112418
14348,BurnWJunpub2014,LS_11797, ,Air Photos, , ,60,150,0,7.66845,EFL,Earth Flow,Road Cut slope,Coast Range Sediments,448500,0, , , , ,,,,,,,,-13790631.3058804,5737567.39335755
14349,BurnWJunpub2014,LS_11798, ,Air Photos, , ,60,65,0,15.2714,EFL,Earth Flow,Natural,Coast Range Sediments,447958,0, , , , ,,,,,,,,-13790885.7979339,5738009.75038598
14350,BurnWJunpub2014,LS_11814, ,Air Photos, , ,400,100,0,34.5988,EFL,Earth Flow,Natural,Columbia River Basalt,424996,0, , , , ,,,,,,,,-13797426.5975555,5655273.94732378
14351,BurnWJunpub2014,LS_11816, ,Air Photos, , ,100,30,0,2.77507,EFL,Earth Flow,Natural,Coast Range Volcanics,460200,0, , , , ,,,,,,,,-13781954.6692201,5649010.57299551
14352,BurnWJunpub2014,LS_11843, ,Air Photos, , ,50,60,0,2.92493,EFL,Earth Flow,Recent Clear cut,"Lakes, Rivers, and Dunes",454369,0, , , , ,,,,,,,,-13785420.7986052,5672406.35316671
14353,BurnWJunpub2014,LS_11844, ,Air Photos, , ,35,60,0,2.77507,EFL,Earth Flow,Recent Clear cut,"Lakes, Rivers, and Dunes",454312,0, , , , ,,,,,,,,-13785443.7479604,5672369.57827794
14354,BurnWJunpub2014,LS_11845, ,Air Photos, , ,180,45,0,11.0099,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,450293,0, , , , ,,,,,,,,-13787125.3711069,5670914.53226115
14355,BurnWJunpub2014,LS_11846, ,Air Photos, , ,60,18,0,25.1583,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,452029,0, , , , ,,,,,,,,-13786386.4487246,5671233.3417919
14356,BurnWJunpub2014,LS_11847, ,Air Photos, , ,250,60,0,42.4312,EFL,Earth Flow,Natural,Coast Range Sediments,458848,0, , , , ,,,,,,,,-13783447.2518149,5671577.5252142
14357,BurnWJunpub2014,LS_11849, ,Air Photos, , ,50,35,0,12.52,DFL,Debris Flow,Recent Clear cut,Coast Range Volcanics,461834,0, , , , ,,,,,,,,-13782046.6396777,5668905.52437408
14358,BurnWJunpub2014,LS_11850, ,Air Photos, , ,30,7,0,15.6455,EFL,Earth Flow,Recent Clear cut,Coast Range Volcanics,461196,0, , , , ,,,,,,,,-13782313.4376518,5668670.36276633
14359,BurnWJunpub2014,LS_11851, ,Air Photos, , ,50,30,0,12.746,EFL,Earth Flow,Recent Clear cut,Coast Range Volcanics,461131,0, , , , ,,,,,,,,-13782360.4936423,5669139.83582545
14360,BurnWJunpub2014,LS_11852, ,Air Photos, , ,35,25,0,28.7403,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,475957,0, , , , ,,,,,,,,-13775782.1746124,5665118.74127517
14361,BurnWJunpub2014,LS_11867, ,Air Photos, , ,140,30,0,10.0189,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,431464,0, , , , ,,,,,,,,-13796052.3567541,5689462.21660132
14362,BurnWJunpub2014,LS_11870, ,Air Photos, , ,175,35,0,13.8131,EFL,Earth Flow,Natural,"Oregon: Land of 10,000 L*",426749,0, , , , ,,,,,,,,-13798501.3012654,5699065.20129545
14363,BurnWJunpub2014,LS_11871, ,Air Photos, , ,115,20,0,18.0586,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,430365,0, , , , ,,,,,,,,-13796986.6598211,5700406.10683278
14364,BurnWJunpub2014,LS_11872, ,Air Photos, , ,80,25,0,19.8256,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,430538,0, , , , ,,,,,,,,-13796889.1060658,5699876.66012158
14365,BurnWJunpub2014,LS_11873, ,Air Photos, , ,140,30,0,20.4174,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,430799,0, , , , ,,,,,,,,-13796778.0543338,5699926.73717188
14366,BurnWJunpub2014,LS_11874, ,Air Photos, , ,50,10,0,17.4946,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,430734,0, , , , ,,,,,,,,-13796802.8591287,5699843.39362659
14367,BurnWJunpub2014,LS_11881, ,Air Photos, , ,320,40,0,29.4383,EFL,Earth Flow,Natural,Coast Range Volcanics,508432,0, , , , ,,,,,,,,-13762756.9387804,5692201.2420519
14368,BurnWJunpub2014,LS_11882, ,Air Photos, , ,170,50,0,44.9793,EFL,Earth Flow,Natural,Coast Range Volcanics,496304,0, , , , ,,,,,,,,-13768105.4685671,5694384.69681248
14369,BurnWJunpub2014,LS_11883, ,Air Photos, , ,150,30,0,40.3424,EFL,Earth Flow,Natural,Coast Range Volcanics,496370,0, , , , ,,,,,,,,-13768078.9384434,5694448.02765911
14370,BurnWJunpub2014,LS_11884, ,Air Photos, , ,100,25,0,44.6578,EFL,Earth Flow,Natural,Coast Range Volcanics,496814,0, , , , ,,,,,,,,-13767880.6525153,5694297.91286804
14371,BurnWJunpub2014,LS_11888, ,Air Photos, , ,100,20,0,32.9224,DFL,Debris Flow,Natural,Coast Range Volcanics,485755,0, , , , ,,,,,,,,-13772837.1724731,5698264.19945923
14372,BurnWJunpub2014,LS_11889, ,Air Photos, , ,160,55,0,42.1941,DFL,Debris Flow,Natural,Coast Range Volcanics,487069,0, , , , ,,,,,,,,-13772275.8219061,5698508.71533271
14373,BurnWJunpub2014,LS_11890, ,Air Photos, , ,115,25,0,41.1511,DFL,Debris Flow,Natural,Coast Range Volcanics,487198,0, , , , ,,,,,,,,-13772225.4300788,5698649.89808946
14374,BurnWJunpub2014,LS_11891, ,Air Photos, , ,130,60,0,42.3264,EFL,Earth Flow,Natural,Coast Range Volcanics,487484,0, , , , ,,,,,,,,-13772079.6540432,5698098.84463085
14375,BurnWJunpub2014,LS_11892, ,Air Photos, , ,90,30,0,49.3591,DFL,Debris Flow,Natural,Coast Range Volcanics,486698,0, , , , ,,,,,,,,-13772431.412499,5698357.16075279
14376,BurnWJunpub2014,LS_11893, ,Air Photos, , ,60,20,0,35.0218,EFL,Earth Flow,Natural,Coast Range Sediments,506806,0, , , , ,,,,,,,,-13763776.7010873,5700436.9947931
14377,BurnWJunpub2014,LS_11894, ,Air Photos, , ,50,25,0,25.6227,DFL,Debris Flow,Natural,Coast Range Sediments,506234,0, , , , ,,,,,,,,-13764029.4648727,5700547.80355123
14378,BurnWJunpub2014,LS_11895, ,Air Photos, , ,115,30,0,36.1572,DFL,Debris Flow,Recent Clear cut,Coast Range Volcanics,505290,0, , , , ,,,,,,,,-13764448.4664527,5700781.04753538
14379,BurnWJunpub2014,LS_11896, ,Air Photos, , ,160,30,0,39.5188,EFL,Earth Flow,Natural,Coast Range Sediments,497009,0, , , , ,,,,,,,,-13768031.873411,5700411.75917022
14380,BurnWJunpub2014,LS_11897, ,Air Photos, , ,50,10,0,4.97279,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,466893,0, , , , ,,,,,,,,-13780555.4571673,5686412.33261806
14381,BurnWJunpub2014,LS_11898, ,Air Photos, , ,60,40,0,0.925668,EFL,Earth Flow,Recent Clear cut,"Lakes, Rivers, and Dunes",462874,0, , , , ,,,,,,,,-13782286.459351,5686101.43430582
14382,BurnWJunpub2014,LS_11900, ,Air Photos, , ,70,30,0,14.889,EFL,Earth Flow,Natural,Coast Range Sediments,516238,0, , , , ,,,,,,,,-13759651.2067329,5699697.03546798
14383,BurnWJunpub2014,LS_11908, ,Air Photos, , ,75,30,0,15.6124,EFL,Earth Flow,Natural,Coast Range Volcanics,513656,0, , , , ,,,,,,,,-13760739.3134025,5698806.36427834
14384,BurnWJunpub2014,LS_11960, ,Air Photos, , ,50,25,0,24.1351,DFL,Debris Flow,Natural,Coast Range Volcanics,526734,0, , , , ,,,,,,,,-13755566.3191543,5712431.95755222
14385,BurnWJunpub2014,LS_11961, ,Air Photos, , ,80,30,0,31.2955,DFL,Debris Flow,Natural,Coast Range Volcanics,526230,0, , , , ,,,,,,,,-13755783.6771995,5712387.81155918
14386,BurnWJunpub2014,LS_11968, ,Air Photos, , ,90,40,0,41.8336,EFL,Earth Flow,Natural,Coast Range Volcanics,521495,0, , , , ,,,,,,,,-13757799.4645242,5711215.24938047
14387,BurnWJunpub2014,LS_11969, ,Air Photos, , ,100,70,0,27.2516,EFL,Earth Flow,Natural,"Oregon: Land of 10,000 L*",523952,0, , , , ,,,,,,,,-13756719.9253025,5710918.82624828
14388,BurnWJunpub2014,LS_11970, ,Air Photos, , ,110,70,0,35.6542,EFL,Earth Flow,Natural,"Oregon: Land of 10,000 L*",523739,0, , , , ,,,,,,,,-13756809.9566794,5710852.93865258
14390,BurnWJunpub2014,LS_11972, ,Air Photos, , ,90,30,0,33.5583,EFL,Earth Flow,Natural,Coast Range Sediments,516773,0, , , , ,,,,,,,,-13759807.7975821,5710008.5662695
14391,BurnWJunpub2014,LS_11983, ,Air Photos, , ,70,25,0,33.0995,EFL,Earth Flow,Recent Clear cut,Coast Range Volcanics,512133,0, , , , ,,,,,,,,-13761600.5995824,5704079.15023238
14392,BurnWJunpub2014,LS_11987, ,Air Photos, , ,120,30,0,21.3083,EFL,Earth Flow,Natural,Coast Range Sediments,515900,0, , , , ,,,,,,,,-13759915.0831263,5702801.63036333
14393,BurnWJunpub2014,LS_11988, ,Air Photos, , ,280,60,0,29.7962,DFL,Debris Flow,Natural,Coast Range Volcanics,514989,0, , , , ,,,,,,,,-13760282.7378882,5702049.70323604
14394,BurnWJunpub2014,LS_11989, ,Air Photos, , ,100,18,0,7.36515,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,508583,0, , , , ,,,,,,,,-13763032.8972673,5701172.7468287
14395,BurnWJunpub2014,LS_11990, ,Air Photos, , ,105,30,0,29.2541,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,508557,0, , , , ,,,,,,,,-13763050.5263014,5701338.56429421
14396,BurnWJunpub2014,LS_12013, ,Air Photos, , ,70,35,0,45.6598,EFL,Earth Flow,Recent Clear cut,Coast Range Volcanics,461123,0, , , , ,,,,,,,,-13784875.2492493,5731417.34263212
14397,BurnWJunpub2014,LS_12014, ,Air Photos, , ,70,40,0,40.0231,EFL,Earth Flow,Recent Clear cut,Coast Range Volcanics,460885,0, , , , ,,,,,,,,-13784977.6100079,5731375.20568486
14398,BurnWJunpub2014,LS_12016, ,Air Photos, , ,60,15,0,32.8825,DFL,Debris Flow,Recent Clear cut,Coast Range Sediments,451966,0, , , , ,,,,,,,,-13788495.9908593,5722326.59691661
14399,BurnWJunpub2014,LS_12017, ,Air Photos, , ,80,20,0,38.095,DFL,Debris Flow,Recent Clear cut,Coast Range Sediments,451905,0, , , , ,,,,,,,,-13788523.338682,5722348.23002199
14400,BurnWJunpub2014,LS_12018, ,Air Photos, , ,70,60,0,27.286,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,451601,0, , , , ,,,,,,,,-13788660.5444258,5722467.75513395
14401,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795228.3512988,5741536.04927376
14402,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13789334.133484,5731911.18019954
14403,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13794031.1287958,5729802.86849632
14404,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13792897.4237236,5729727.12482669
14405,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795441.0252883,5726914.29819773
14406,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795546.3940516,5726637.78520786
14407,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13794199.9202957,5722273.36165044
14408,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13794669.6327389,5719820.03757103
14409,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13794759.3313431,5716739.52875297
14410,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795337.635337,5714892.50231651
14411,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796418.6000048,5714399.18678328
14412,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786862.7970738,5714382.84007749
14413,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786755.3013012,5714414.52770951
14414,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786474.1890613,5714356.68078635
14415,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786406.0160889,5714268.51732179
14416,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786212.0567037,5714319.65097446
14417,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13787787.2345496,5706290.9762687
14418,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13774642.8427995,5699556.35587509
14419,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13774937.1053014,5699358.55260192
14420,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13774686.8422058,5698863.40663856
14421,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13774405.2847953,5699642.94471222
14422,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13759374.7557478,5705286.48466346
14423,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13770477.6991421,5699256.91211784
14424,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800076.9076579,5697912.54139814
14425,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13769348.7678047,5696690.41066969
14426,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796517.3678868,5694614.87682611
14427,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13773538.653028,5695187.69915832
14428,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13773683.3669456,5694927.86210694
14429,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13768436.2134236,5691722.39511234
14430,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791900.203302,5687908.51050238
14431,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798670.7549765,5679429.79471059
14432,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791335.82328,5677911.06204097
14433,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798561.698992,5677960.90545272
14434,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13801289.0218494,5676658.5110388
14435,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793575.1172811,5676628.97598941
14436,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783904.0128326,5675771.40258057
14437,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799748.8363558,5672270.30410636
14438,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782980.1601949,5668737.14910534
14439,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13776368.120834,5666932.69417575
14440,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799003.5187849,5654786.80876467
14441,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13781225.5851591,5645920.75705518
14442,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800143.0511052,5646530.06359595
14443,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13804828.4435904,5629704.42311909
14444,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13804380.112417,5630180.33015615
14445,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793000.2229047,5631522.02945581
14446,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799012.0836394,5636083.90208279
14447,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784523.2759293,5666534.33084053
14448,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788105.0338405,5668855.32871712
14449,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13778071.1688509,5670401.03702912
14450,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13801042.0670565,5675151.78525478
14451,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795637.780205,5676740.89892768
14452,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13789032.471511,5676790.43639755
14453,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13789173.530062,5679097.08018556
14454,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795282.8294277,5683837.07328809
14455,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13772758.1122175,5687527.00744609
14456,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13773547.561296,5689104.12328353
14457,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799388.6144722,5692019.6690561
14458,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798867.2485306,5691341.55451768
14459,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798937.7243006,5691368.81867009
14460,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798846.9757309,5691289.48501893
14461,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13768901.7648192,5693129.81640575
14462,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13768372.5709549,5693126.2321234
14463,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13768406.2329507,5693217.17118684
14464,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13769864.187115,5692800.38560578
14465,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13766586.9466586,5692551.34776015
14466,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13764902.1106689,5692555.9496952
14467,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13764688.004442,5692553.61363568
14468,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13758042.1166111,5693452.87256542
14469,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13758515.0383422,5695889.72276043
14470,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798864.1128056,5694677.0428
